"Job Title","Department","2015 Earnings"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$16,562.01"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","$16,547.29"
"ADMINISTRATIVE CLERK I","NATURAL AREAS","$16,516.20"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$16,502.04"
"LEGAL ASSISTANT","CITY ATTORNEY'S OFFICE","$16,442.28"
"CALL CENTER TECH-LIBRARY","LIBRARY DISTRICT","$16,308.80"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$16,228.34"
"PC HARDWARE/SOFTWARE SPEC","INFORMATION TECHNOLOGY","$16,223.70"
"TOTAL REWARDS MANAGER","HUMAN RESOURCES","$16,175.97"
"PROPERTY EVIDENCE TECHNICIAN","POLICE INFORMATION SERVICES","$16,096.17"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$15,972.60"
"POLICE OFFICER","PATROL","$15,946.08"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$15,788.00"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$15,771.78"
"ADMINISTRATIVE CLERK I - LIB","LIBRARY DISTRICT","$15,693.17"
"ELECTRIC UTILITY PROJECT MGR","UT ELEC SYSTEM DESIGN & IT DIV","$15,691.93"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$15,462.23"
"PARKS SUPERVISOR","PARKS","$15,378.00"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$15,201.79"
"SR ENVIRONMENTAL PLANNER","NATURAL AREAS","$15,112.70"
"ADMIN TECH SUPPORT SPECIALIST","TRANSFORT / DIAL-A-RIDE","$15,050.89"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$15,048.47"
"ADMINISTRATIVE CLERK I","UT WATER UTILITIES ENGINEERING","$15,000.76"
"PARKS/GROUNDS TECH","PARKS","$15,000.45"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$14,970.48"
"TRAFFIC SYSTEMS ENGINEER","TRAFFIC","$14,960.46"
"ASST CITY TRAFFIC ENGINEER","TRAFFIC","$14,874.46"
"PARKS/GROUNDS TECH","PARKS","$14,814.69"
"LEGAL ASSISTANT","CITY ATTORNEY'S OFFICE","$14,787.89"
"FORESTRY SUPERVISOR","PARKS","$14,684.30"
"SR URBAN FORESTER","PARKS","$14,684.30"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,677.04"
"RECREATION COORDINATOR","RECREATION","$14,569.37"
"ADMINISTRATIVE CLERK I - LIB","LIBRARY DISTRICT","$14,563.88"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,550.93"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$14,550.00"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$14,512.42"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$14,451.01"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$14,388.89"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,301.19"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,280.24"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,254.53"
"ADMINISTRATIVE AIDE","ACCOUNTING AND TREASURY","$14,233.19"
"RECREATION COORDINATOR","RECREATION","$14,084.20"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$14,046.59"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$13,953.25"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,864.53"
"COURT BALIFF","MUNICIPAL COURT","$13,858.69"
"SR LEGAL ASSISTANT","CITY ATTORNEY'S OFFICE","$13,844.62"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,798.21"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,757.18"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$13,742.40"
"EMERGENCY MANAGEMENT TECH","POUDRE FIRE AUTHORITY","$13,682.92"
"ERP PROGRAM MANAGER - Inactive","INFORMATION TECHNOLOGY","$13,678.64"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$13,674.52"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,674.49"
"COMMUNITY SERVICE OFFICER","PATROL","$13,515.78"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,403.53"
"BUDGET ANALYST","BUDGET","$13,399.58"
"FINANCIAL TECHNICIAN","OFFICE OF THE CHIEF","$13,257.11"
"POLICE SERGEANT","INVESTIGATIONS","$13,217.65"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$13,164.06"
"PARKS/GROUNDS TECH","PARKS","$13,131.74"
"RECREATION SUPERVISOR","RECREATION","$13,063.66"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$13,043.45"
"RECREATION COORDINATOR","RECREATION","$13,030.10"
"RECREATION COORDINATOR","RECREATION","$13,030.10"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$12,995.79"
"FORESTRY CREW CHIEF","PARKS","$12,916.90"
"CAMERA RADAR / RED LIGHT CC I","MUNICIPAL COURT","$12,843.75"
"CLERICAL AIDE","POUDRE FIRE AUTHORITY","$12,765.96"
"PLANS ANALYST","COMM DEV & NEIGHBORHOOD SVCS","$12,610.77"
"MAINTENANCE SPECIALIST","UT WTR RECLAMA & BIOSOLIDS DIV","$12,603.95"
"POLICE OFFICER","PATROL","$12,593.67"
"EVENTS COORDINATOR","CULTURAL SERVICES","$12,546.98"
"ADMINISTRATIVE SUPPORT II","CITY MANAGER'S OFFICE","$12,526.70"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$12,483.07"
"FINANCIAL ANALYST","FINANCE ADMINISTRATION","$12,450.52"
"POLICE OFFICER","PATROL","$12,265.67"
"POLICE SERGEANT","PATROL","$12,219.40"
"ACCOUNTING MANAGER","ACCOUNTING AND TREASURY","$12,159.49"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$12,118.22"
"POLICE SERGEANT","OFFICE OF THE CHIEF","$12,112.15"
"WATER UTILITY MAINT OPERATOR","UT DISTRIBUTION SYSTEM DIV","$11,981.34"
"POLICE OFFICER","PATROL","$11,970.53"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$11,936.97"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$11,936.10"
"LIBRARY AIDE","LIBRARY DISTRICT","$11,930.22"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$11,926.73"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$11,813.68"
"GRADUATE MGMT ASSISTANT","CITY MANAGER'S OFFICE","$11,752.44"
"LEAD PC HARDWR/SOFTWRE SPEC","INFORMATION TECHNOLOGY","$11,742.27"
"LIBRARY AIDE","LIBRARY DISTRICT","$11,704.24"
"POLICE SERGEANT","PATROL","$11,584.85"
"POLICE SERGEANT","PATROL","$11,575.44"
"LABORATORY ASSISTANT","UT ENVIRONMENTAL SERVICES DIV","$11,544.00"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$11,447.60"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$11,380.48"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$11,376.41"
"UTILITY GROUNDS TECHNICIAN","ELECTRIC FIELD SERVICES","$11,355.79"
"FORESTRY CREW CHIEF","PARKS","$11,348.20"
"ELECTRICAL SERVICES SUPERVISOR","ELECTRIC FIELD SERVICES","$11,334.19"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$11,294.00"
"POLICE OFFICER","PATROL","$11,291.69"
"POLICE SERGEANT","PATROL","$11,191.74"
"CIVIC ENGAGEMENT LIAISON","COMM. & PUBLIC INVOLVEMENT","$11,158.74"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$11,129.52"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$11,067.71"
"LEAD PC HARDWR/SOFTWRE SPEC","INFORMATION TECHNOLOGY","$11,060.60"
"FORESTRY TECHNICIAN","PARKS","$11,038.85"
"CONSTRUCTION INSPECTOR","ENGINEERING","$10,919.99"
"POLICE OFFICER","PATROL","$10,896.30"
"POLICE ASSISTANT CHIEF","OFFICE OF THE CHIEF","$10,879.92"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$10,876.32"
"CIVIL ENGINEER III","UT WATER UTILITIES ENGINEERING","$10,830.79"
"POLICE OFFICER","INVESTIGATIONS","$10,812.35"
"ADMINISTRATIVE SUPPORT II","CITY MANAGER'S OFFICE","$10,677.17"
"TRANSPORTATION PLANNER","FC MOVES","$10,663.09"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$10,615.27"
"POLICE DEPUTY CHIEF","PATROL","$10,563.00"
"AQUATICS MAINTENANCE TECH","OPERATION SERVICES","$10,483.54"
"SR CODE COMPLNCE INSP/OCCUPNCY","COMM DEV & NEIGHBORHOOD SVCS","$10,473.20"
"FORESTRY TECHNICIAN","PARKS","$10,443.35"
"PARKS/GROUNDS TECH","PARKS","$10,415.55"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$10,369.53"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$10,357.51"
"LIBRARY AIDE","LIBRARY DISTRICT","$10,343.56"
"PAYROLL SPECIALIST","ACCOUNTING AND TREASURY","$10,299.78"
"ADMINISTRATIVE CLERK II","RECREATION","$10,266.32"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$10,241.56"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$10,197.27"
"LIBRARY AIDE","LIBRARY DISTRICT","$10,175.70"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$10,143.79"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$10,113.35"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$10,109.27"
"ACCOUNTANT-Inactive","ACCOUNTING AND TREASURY","$10,039.52"
"POLICE OFFICER","PATROL","$10,003.85"
"POLICE OFFICER","INVESTIGATIONS","$9,985.90"
"OCCUPATIONAL HEALTH PROF","SAFETY, SECURITY, & RISK MGMT.","$9,952.02"
"SERVICE DEVELOPMENT MANAGER","TRANSFORT / DIAL-A-RIDE","$9,941.55"
"PARKS/GROUNDS TECH","PARKS","$9,919.90"
"BUILDING INSPECTOR-Inactive","COMM DEV & NEIGHBORHOOD SVCS","$9,909.25"
"POLICE DEPUTY CHIEF","INVESTIGATIONS","$9,901.62"
"POLICE OFFICER","PATROL","$9,900.55"
"POLICE OFFICER","PATROL","$9,894.35"
"LIBRARY AIDE","LIBRARY DISTRICT","$9,840.01"
"HUMAN RESOURCES MGR - LIBRARY","LIBRARY DISTRICT","$9,807.69"
"ADMINISTRATIVE AIDE","PARKS","$9,761.17"
"POLICE OFFICER","INVESTIGATIONS","$9,729.85"
"POLICE OFFICER","PATROL","$9,724.74"
"LIBRARY AIDE","LIBRARY DISTRICT","$9,704.48"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$9,689.47"
"LIBRARY AIDE II","LIBRARY DISTRICT","$9,629.32"
"FORESTRY TECHNICIAN","PARKS","$9,579.45"
"CUSTOMER SERVICE REP I","RECREATION","$9,521.57"
"LIBRARY AIDE","LIBRARY DISTRICT","$9,471.00"
"PULSE POINT PROJECT MANAGER","POUDRE FIRE AUTHORITY","$9,435.34"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$9,344.88"
"CAMERA RADAR / RED LIGHT CC II","MUNICIPAL COURT","$9,172.30"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$9,153.76"
"LIBRARY AIDE","LIBRARY DISTRICT","$9,112.35"
"POLICE OFFICER","PATROL","$9,046.26"
"ADMINISTRATIVE ASSISTANT","FINANCE ADMINISTRATION","$8,992.45"
"POLICE OFFICER","PATROL","$8,992.25"
"COMMUNICATIONS & ADMIN MANAGER","TRANSFORT / DIAL-A-RIDE","$8,977.26"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$8,944.16"
"COMM DEV & NEIGH SVCS DIRECTOR","COMM DEV & NEIGHBORHOOD SVCS","$8,944.00"
"CREW CHIEF","PARKS","$8,848.13"
"POLICE LIEUTENANT","INVESTIGATIONS","$8,846.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$8,780.83"
"PUBLIC RELATIONS COORDINATOR","CULTURAL SERVICES","$8,769.24"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$8,695.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$8,685.74"
"LIBRARY AIDE","LIBRARY DISTRICT","$8,605.76"
"ADMINISTRATIVE CLERK II","OPERATION SERVICES","$8,605.59"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$8,557.65"
"POLICE OFFICER","PATROL","$8,539.86"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$8,511.29"
"STREETS EQUIPMENT OPERATOR I","STREETS","$8,435.45"
"ADMINISTRATIVE AIDE","TRANSFORT / DIAL-A-RIDE","$8,384.25"
"CIVIL ENGINEER I","ENGINEERING","$8,361.16"
"POLICE SERGEANT","PATROL","$8,316.13"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$8,288.16"
"PLANS ANALYST","COMM DEV & NEIGHBORHOOD SVCS","$8,270.70"
"OPERATIONS MANAGER","TRANSFORT / DIAL-A-RIDE","$8,223.36"
"SURVEY PARTY CHIEF","ENGINEERING","$8,142.69"
"POLICE LIEUTENANT","PATROL","$8,114.46"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$8,009.32"
"CLERICAL AIDE","POUDRE FIRE AUTHORITY","$7,990.04"
"SAFETY, SECURITY, TRAINING MGR","TRANSFORT / DIAL-A-RIDE","$7,966.08"
"SERVICE PLANNER","TRANSFORT / DIAL-A-RIDE","$7,954.44"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,954.36"
"FIELD/TRAINING COORDINATOR","TRANSFORT / DIAL-A-RIDE","$7,942.71"
"POLICE SERGEANT","OFFICE OF THE CHIEF","$7,935.11"
"ADMINISTRATIVE SUPPORT SUPV","RECREATION","$7,905.23"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,830.69"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$7,794.44"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$7,746.70"
"ADMINISTRATIVE SUPPORT II","SAFETY, SECURITY, & RISK MGMT.","$7,744.55"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,715.25"
"POLICE OFFICER","PATROL","$7,662.35"
"STREETS EQUIPMENT OPERATOR II","STREETS","$7,565.23"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$7,556.71"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,371.75"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,289.41"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,267.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,229.73"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,183.50"
"BUILDING INSPECTOR-Inactive","COMM DEV & NEIGHBORHOOD SVCS","$7,169.44"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,138.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,134.75"
"CUSTOMER SERVICE REP I","RECREATION","$7,116.66"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$7,115.74"
"ADMINISTRATIVE ASSISTANT","OFFICE OF THE CHIEF","$6,973.12"
"CIVIL ENGINEER III","UT WATER UTILITIES ENGINEERING","$6,962.68"
"FIELD/TRAINING COORDINATOR","TRANSFORT / DIAL-A-RIDE","$6,864.61"
"POLICE RECORDS SUPERVISOR","POLICE INFORMATION SERVICES","$6,708.70"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,596.85"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,552.00"
"CIVIL ENGINEER III","UT WATER UTILITIES ENGINEERING","$6,518.04"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,367.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,355.63"
"PLANS ANALYST","COMM DEV & NEIGHBORHOOD SVCS","$6,335.57"
"EMERGENCY MANAGEMENT TECH","POUDRE FIRE AUTHORITY","$6,225.62"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$6,087.58"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,083.56"
"POLICE OFFICER","PATROL","$6,069.30"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$6,066.98"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,999.70"
"EXECUTIVE ADMIN ASST-Inactive","PDT ADMINISTRATION","$5,970.17"
"WAREHOUSE WORKER","OPERATION SERVICES","$5,910.38"
"STREETS EQUIPMENT OPERATOR I","STREETS","$5,820.76"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,816.52"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,725.52"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,685.46"
"LIBRARIAN","LIBRARY DISTRICT","$5,653.86"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$5,621.86"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,593.50"
"FACILITIES MAINT SUPERINTENDNT","OPERATION SERVICES","$5,582.62"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$5,518.76"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$5,506.99"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,498.12"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,472.82"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,455.79"
"LIBRARIAN/HOURLY","LIBRARY DISTRICT","$5,430.00"
"SR ENVIRONMENTAL PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$5,352.00"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$5,344.26"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,314.28"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$5,280.92"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$5,255.69"
"ADMIN TECH SUPPORT SPECIALIST","TRANSFORT / DIAL-A-RIDE","$5,242.33"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,127.76"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$5,034.96"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,029.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,027.25"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,023.30"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,971.47"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$4,947.42"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$4,866.08"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,865.00"
"PUBLIC RELATIONS COORD II","RECREATION","$4,794.66"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,495.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,482.00"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$4,476.09"
"HVAC LEAD-Inactive","OPERATION SERVICES","$4,433.30"
"TECHNICAL SVCS SPEC","UT WTR RECLAMA & BIOSOLIDS DIV","$4,351.90"
"INSTRUMENT/ELECTRIC TECH","UT WATER PRODUCTION DIV","$4,263.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,207.50"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$4,169.30"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,167.00"
"BLDG & DEV REVIEW TECH SUPV","COMM DEV & NEIGHBORHOOD SVCS","$4,120.00"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$4,110.09"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,084.20"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$3,982.03"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,976.20"
"ACCOUNTS PAYABLE REP","COMM DEV & NEIGHBORHOOD SVCS","$3,896.93"
"FINANCIAL COORDINATOR","CULTURAL SERVICES","$3,849.24"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,798.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,771.00"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$3,749.52"
"RECREATION COORDINATOR","RECREATION","$3,718.56"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$3,707.09"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,706.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,677.47"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,627.00"
"GRAPHICS SPECIALIST-Inactive","COMM. & PUBLIC INVOLVEMENT","$3,496.48"
"LEAD CUSTOMER SERVICE REP","UTILITIES CUSTOMER CONNECTIONS","$3,470.35"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$3,445.72"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$3,401.58"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,316.86"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,313.44"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,283.35"
"PROPERTY EVIDENCE TECHNICIAN","POLICE INFORMATION SERVICES","$3,281.01"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,270.60"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,267.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,258.00"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$3,244.41"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$3,200.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,176.25"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$3,172.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,160.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,101.60"
"POLICE OFFICER","INVESTIGATIONS","$3,091.55"
"EMERGENCY RESPONDER","POUDRE FIRE AUTHORITY","$3,054.77"
"LIBRARY AIDE","LIBRARY DISTRICT","$3,036.98"
"CUSTOMER ACCTS ANALYST-Inactiv","UTILITIES CUSTOMER CONNECTIONS","$3,019.24"
"CUSTOMER SERVICE REP II","RECREATION","$2,976.30"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$2,975.92"
"EMERGENCY RESPONDER","POUDRE FIRE AUTHORITY","$2,813.42"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,782.80"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$2,763.58"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$2,745.00"
"EMERGENCY RESPONDER","POUDRE FIRE AUTHORITY","$2,725.40"
"CRIMINALIST - Inactive","INVESTIGATIONS","$2,714.46"
"CRIMINALIST - Inactive","INVESTIGATIONS","$2,692.42"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,654.10"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$2,635.00"
"EQUIPMENT OPERATOR/ CEMETERY","LIBRARY DISTRICT","$2,572.20"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,475.00"
"ACCOUNTANT-Inactive","ACCOUNTING AND TREASURY","$2,360.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,291.63"
"PARKING ENFORCEMENT OFFICER","PARKING","$2,252.14"
"SR SALES TAX AUDITOR","SALES TAX","$2,204.80"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$2,203.77"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,146.50"
"ECONOMIC HEALTH ANALYST","ECONOMIC HEALTH OFFICE","$2,115.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,105.25"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$2,039.63"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,948.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,905.30"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$1,897.20"
"TRANSIT SERVICES OFFICER","TRANSFORT / DIAL-A-RIDE","$1,886.81"
"OCCUPATIONAL HEALTH PROF","SAFETY, SECURITY, & RISK MGMT.","$1,860.83"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$1,852.05"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$1,842.05"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$1,804.32"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,791.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,764.00"
"PUBLIC RELATIONS COORDINATOR","CULTURAL SERVICES","$1,756.06"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$1,730.83"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,665.00"
"GIS TECHNICIAN","POUDRE FIRE AUTHORITY","$1,635.35"
"FORESTRY TECHNICIAN","PARKS","$1,546.64"
"CUSTOMER SERVICE REP I","INFORMATION TECHNOLOGY","$1,528.92"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,511.67"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$1,491.43"
"DOT COMPLIANCE SPECIALIST","SAFETY, SECURITY, & RISK MGMT.","$1,487.08"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,472.90"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,416.60"
"CALL CENTER TECH-LIBRARY","LIBRARY DISTRICT","$1,407.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,242.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,207.40"
"CALL CENTER TECH-LIBRARY","LIBRARY DISTRICT","$1,093.62"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$1,055.86"
"LIBRARY AIDE II","LIBRARY DISTRICT","$957.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$954.00"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$940.16"
"LIBRARY AIDE","LIBRARY DISTRICT","$918.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$917.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$829.88"
"LIBRARY AIDE","LIBRARY DISTRICT","$828.00"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$747.06"
"LIBRARY AIDE","LIBRARY DISTRICT","$739.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$729.00"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$717.00"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$700.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$648.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$597.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$576.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$567.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$549.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$530.04"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$490.49"
"LIBRARY AIDE","LIBRARY DISTRICT","$468.00"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$457.13"
"LIBRARY AIDE","LIBRARY DISTRICT","$442.08"
