"Job Title","Department","2016 Earnings"
"BUS OPERATOR","RIDE","$50,922.50"
"BUS OPERATOR","RIDE","$50,845.75"
"FORESTRY TECHNICIAN","PARKS","$50,790.64"
"PUBLIC EDUCATOR","POUDRE FIRE AUTHORITY","$50,783.24"
"HORTICULTURE TECHNICIAN","CULTURAL SERVICES","$50,733.47"
"BUS OPERATOR","RIDE","$50,627.62"
"ELECTRIC SYSTEMS OPERATOR","ELECTRIC FIELD SERVICES","$50,600.74"
"EXECUTIVE ADMINISTRATIVE ASST","OFFICE OF THE CHIEF","$50,538.00"
"NATURAL AREAS TECHNICIAN","NATURAL AREAS","$50,474.96"
"PUBLIC AFFAIRS / COMM MGR","POUDRE FIRE AUTHORITY","$50,400.06"
"BUS OPERATOR","RIDE","$50,343.73"
"STREET SIGN TECHNICIAN","TRAFFIC","$50,232.98"
"BUS OPERATOR","RIDE","$50,195.73"
"AQUATICS MAINTENANCE TECH","OPERATION SERVICES","$50,167.88"
"ADMINISTRATIVE ASSISTANT","FC MOVES","$50,167.60"
"FINANCIAL COORDINATOR","NATURAL AREAS","$50,160.04"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$50,140.24"
"STRATEGIC ACCOUNTS SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$50,134.16"
"PARKS/GROUNDS TECH","PARKS","$50,103.14"
"LAND SURVEY TECH-INACTIVE","ENGINEERING","$50,082.97"
"TRANSFORT CUST SERVICE SUPV","RIDE","$50,078.56"
"CIVIL ENGINEER III-INACTIVE","UT WATER UTL ENGINEERING DIV","$50,040.84"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$50,024.36"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$50,023.01"
"ADMINISTRATIVE ASSISTANT","PATROL","$50,004.65"
"DISPATCH/SCHEDULER","RIDE","$50,001.77"
"CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$49,994.78"
"BUS OPERATOR","RIDE","$49,977.77"
"COMPLIANCE COORDINATOR","CITY MANAGER'S OFFICE","$49,888.43"
"COMM OUTREACH GARDEN COORD","CULTURAL SERVICES","$49,801.77"
"MAINTENANCE TECH - BUILDING","OPERATION SERVICES","$49,738.94"
"ADMINISTRATIVE ASSISTANT","UT ENVIRO REGULATORY AFFAIRS","$49,736.64"
"PARKS/GROUNDS TECH","PARKS","$49,667.34"
"CUSTOMER SERVICE REP II","PARKING","$49,639.84"
"DISPATCH/SCHEDULER","RIDE","$49,598.09"
"ADMINISTRATIVE ASSISTANT","POUDRE FIRE AUTHORITY","$49,593.40"
"BENEFITS SPECIALIST","HUMAN RESOURCES","$49,559.98"
"STREETS EQUIPMENT OPERATOR I","STREETS","$49,555.82"
"PARKS/GROUNDS TECH","PARKS","$49,532.17"
"UTILITY WORKER / WATER","UT DRAINAGE SYSTEM DIV","$49,515.97"
"TRAFFIC SIGNAL TECH I","TRAFFIC","$49,499.00"
"BUS OPERATOR","RIDE","$49,408.76"
"ENERGY SERVICES PROGRAM COORD","UTILITIES CUSTOMER CONNECTIONS","$49,397.75"
"ADMINISTRATIVE SECRETARY II","POUDRE FIRE AUTHORITY","$49,392.63"
"LEAD CUSTOMER SERVICE REP","UTILITIES CUSTOMER CONNECTIONS","$49,365.19"
"CUSTOMER AND ADMIN SVCS MGR","COMM DEV & NEIGHBORHOOD SVCS","$49,333.20"
"BUS OPERATOR","RIDE","$49,326.57"
"RECREATION COORDINATOR","RECREATION","$49,323.09"
"UTILITY WORKER / WATER","UT DISTRIBUTION SYSTEM DIV","$49,311.91"
"FINANCIAL TECHNICIAN","OFFICE OF THE CHIEF","$49,253.98"
"CONSTRUCTION INSPECTOR","STREETS","$49,195.00"
"CREDIT/COLLECTIONS REP","UTILITIES CUSTOMER CONNECTIONS","$49,140.26"
"LEGAL ASSISTANT","CITY ATTORNEY'S OFFICE","$49,122.68"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$49,084.98"
"BUS OPERATOR","RIDE","$49,081.87"
"RECREATION COORDINATOR","RECREATION","$49,055.00"
"RECREATION COORDINATOR","RECREATION","$49,038.96"
"WEB PAGE DEVELOPER","INFORMATION TECHNOLOGY","$49,031.39"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$49,012.23"
"ACCOUNTS PAYABLE REP","UTILITY FINANCIAL OPERATIONS","$48,996.80"
"LIBRARIAN","LIBRARY DISTRICT","$48,954.28"
"DISPATCH/SCHEDULER","RIDE","$48,937.90"
"BUS OPERATOR","RIDE","$48,925.70"
"UTILITY WORKER / WATER","UT DISTRIBUTION SYSTEM DIV","$48,875.04"
"FIELD/TRAINING COORDINATOR","RIDE","$48,873.96"
"STREETS EQUIPMENT OPERATOR I","STREETS","$48,860.69"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$48,859.72"
"ACCOUNTS PAYABLE REP","POUDRE FIRE AUTHORITY","$48,765.11"
"ADMIN SUPPORT SUPV - INACTIVE","RECREATION","$48,705.46"
"WATER UTILITY MAINT OPERATOR","UT DISTRIBUTION SYSTEM DIV","$48,690.66"
"MAINTENANCE SPECIALIST","UT WTR RECLAMA & BIOSOLIDS DIV","$48,675.71"
"GRAPHICS SPECIALIST","COMM. & PUBLIC INVOLVEMENT","$48,612.54"
"FIELD/TRAINING COORDINATOR","RIDE","$48,576.35"
"ADMINISTRATIVE ASSISTANT","INFORMATION TECHNOLOGY","$48,426.98"
"PLANNING TECHNICIAN","COMM DEV & NEIGHBORHOOD SVCS","$48,417.66"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$48,399.79"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$48,377.89"
"ADMIN TECH SUPPORT SPECIALIST","OPERATION SERVICES","$48,377.84"
"EXECUTIVE ADMINISTRATIVE ASST","SUSTAINABILITY SERVICES ADMIN","$48,342.50"
"ADMINISTRATIVE MANAGER/DDA","DOWNTOWN DEVELOPMENT AUTHORITY","$48,316.00"
"MAINTENANCE TECH - BUILDING","OPERATION SERVICES","$48,309.74"
"WATER UTILITY MAINT OPERATOR","UT DISTRIBUTION SYSTEM DIV","$48,277.37"
"HEALTH AND SAFETY SPECIALIST","SAFETY, SECURITY, & RISK MGMT.","$48,276.88"
"PUBLICITY/MARKETING TECH","UTILITIES CUSTOMER CONNECTIONS","$48,273.49"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$48,272.00"
"ADMINISTRATIVE ASSISTANT","ENGINEERING","$48,223.92"
"LAND SURVEY TECH-INACTIVE","ENGINEERING","$48,163.94"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$48,158.22"
"WATER UTILITY MAINT OPERATOR","UT DRAINAGE SYSTEM DIV","$48,151.73"
"ENERGY SERVICES PROGRAM COORD","UTILITIES CUSTOMER CONNECTIONS","$48,147.74"
"METER READER","UT STANDARDS ENGINEERING DIV","$48,117.27"
"ADMINISTRATIVE ASSISTANT","SOCIAL SUSTAINABILITY","$48,102.58"
"ADMIN TECH SUPPORT SPECIALIST","RIDE","$48,067.98"
"SALES TAX TECH-INACTIVE","SALES TAX","$48,067.08"
"PROGRAM COORDINATOR","UTILITIES CUSTOMER CONNECTIONS","$47,940.07"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$47,908.73"
"BUS OPERATOR","RIDE","$47,904.49"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$47,806.24"
"WARRANTS TECHNICIAN","POLICE INFORMATION SERVICES","$47,788.77"
"PROGRAM COORDINATOR","UTILITIES CUSTOMER CONNECTIONS","$47,635.58"
"KEY ACCOUNTS REP","UTILITIES CUSTOMER CONNECTIONS","$47,595.17"
"COUNCIL AGENDA COORDINATOR","CITY CLERK'S OFFICE","$47,571.12"
"STREETS EQUIPMENT OPERATOR I","STREETS","$47,570.04"
"UTILITY WORKER- STRTS/TRAFFIC","STREETS","$47,552.33"
"SYSTEMS ADMINISTRATOR","INFORMATION TECHNOLOGY","$47,544.69"
"GRAPHICS SPECIALIST","COMM. & PUBLIC INVOLVEMENT","$47,522.59"
"POLICE SERVICES TECHNICIAN","POLICE INFORMATION SERVICES","$47,468.99"
"UTILITY WORKER / WATER","UT DRAINAGE SYSTEM DIV","$47,425.87"
"SR ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$47,303.30"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$47,275.99"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$47,256.68"
"BUS OPERATOR","RIDE","$47,220.08"
"PARKS/GROUNDS TECH","PARKS","$47,210.11"
"ASSISTANT TECHNICAL COORD","CULTURAL SERVICES","$47,203.00"
"BUS OPERATOR","RIDE","$47,152.78"
"ENERGY SERVICES SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$47,138.00"
"STREETS EQUIPMENT OPERATOR I","STREETS","$47,133.60"
"VIDEO PRODUCER","COMM. & PUBLIC INVOLVEMENT","$47,120.50"
"PC SUPPORT SPECIALIST","INFORMATION TECHNOLOGY","$47,115.67"
"PARKS/GROUNDS TECH","PARKS","$47,085.36"
"ADMINISTRATIVE ASSISTANT","OFFICE OF THE CHIEF","$47,079.18"
"LEAD CUSTOMER SERVICE REP","UTILITIES CUSTOMER CONNECTIONS","$47,034.12"
"BUS OPERATOR","RIDE","$47,023.27"
"ACCOUNTS PAYABLE REP","ACCOUNTING AND TREASURY","$46,965.81"
"PAYROLL SPECIALIST","ACCOUNTING AND TREASURY","$46,946.35"
"UTILITY WORKER / WATER","UT DRAINAGE SYSTEM DIV","$46,888.81"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$46,873.39"
"RECREATION SERVICES REP","RECREATION","$46,825.18"
"PARKS/GROUNDS TECH","PARKS","$46,738.37"
"RECRUITMENT SPEC - INACTAIVE","HUMAN RESOURCES","$46,737.06"
"RECORDS MANAGEMENT COORDINATOR","UTILITIES MANAGEMENT","$46,707.68"
"PRODUCTION ASSISTANT","COMM. & PUBLIC INVOLVEMENT","$46,636.93"
"ACCOUNTS PAYABLE REP","ACCOUNTING AND TREASURY","$46,623.57"
"DISPATCH/SCHEDULER","RIDE","$46,566.75"
"UTILITY WORKER / WATER","UT DRAINAGE SYSTEM DIV","$46,560.77"
"PC SUPPORT SPECIALIST","INFORMATION TECHNOLOGY","$46,509.87"
"EVENTS COORDINATOR","RECREATION","$46,058.75"
"PARKS/GROUNDS TECH","PARKS","$46,049.30"
"ACCOUNTS PAYABLE REP","ACCOUNTING AND TREASURY","$46,037.21"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$46,025.58"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$45,983.90"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$45,968.64"
"STREET SIGN TECHNICIAN","TRAFFIC","$45,906.40"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$45,826.39"
"FARM TECHNICIAN","RECREATION","$45,820.59"
"DISPATCH/SCHEDULER","RIDE","$45,774.57"
"MANAGER OF PARKS","PARKS","$45,677.03"
"SERVICE SCHEDULE COORD","UT WATER METERS DIV","$45,653.17"
"CONSTRUCTION INSPECTOR","UT ENVIRO REGULATORY AFFAIRS","$45,596.48"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$45,506.62"
"PARKS/GROUNDS TECH","PARKS","$45,476.24"
"FINANCE COORDINATOR/DDA","DOWNTOWN DEVELOPMENT AUTHORITY","$45,398.41"
"UTILITY WORKER / WATER","UT DRAINAGE SYSTEM DIV","$45,396.54"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$45,382.56"
"ACCOUNTING ASSISTANT","ACCOUNTING AND TREASURY","$45,335.08"
"CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$45,322.14"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$45,311.79"
"DEPUTY COURT CLERK II","MUNICIPAL COURT","$45,299.11"
"PARKS/GROUNDS TECH","PARKS","$45,272.54"
"SR WAREHOUSE WORKER","UT STANDARDS ENGINEERING DIV","$45,260.53"
"PARKING ENFORCEMENT OFFICER","PARKING","$45,258.31"
"UTILITY CASHIER","UTILITIES CUSTOMER CONNECTIONS","$45,154.54"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$45,104.59"
"CITY PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$45,087.00"
"PARKS/GROUNDS TECH","PARKS","$45,079.55"
"BUSINESS PROCESS ANLAYST","L&P OPERATIONS SERVICE UNIT","$45,000.00"
"CIVIL ENGINEER II- INACTIVE","TRAFFIC","$44,940.18"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$44,869.15"
"ADMINISTRATIVE ASSISTANT","L&P OPERATIONS SERVICE UNIT","$44,863.24"
"EXECUTIVE ADMINISTRATIVE ASST","PDT ADMINISTRATION","$44,840.37"
"LICENSING COORDINATOR","CITY CLERK'S OFFICE","$44,802.09"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$44,657.39"
"STREETS EQUIPMENT OPERATOR I","STREETS","$44,653.49"
"CREW CHIEF","STREETS","$44,645.32"
"LIBRARIAN","LIBRARY DISTRICT","$44,612.34"
"ADMINISTRATIVE AIDE","RIDE","$44,556.35"
"MECHANIC","OPERATION SERVICES","$44,541.80"
"STREETS EQUIPMENT OPERATOR II","STREETS","$44,538.37"
"ADMINISTRATIVE SECRETARY II","POUDRE FIRE AUTHORITY","$44,385.03"
"STREETS EQUIPMENT OPERATOR I","STREETS","$44,341.00"
"ANSWER CENTER SUPERVISOR","LIBRARY DISTRICT","$44,315.21"
"SR CITY PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$44,315.11"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$44,303.94"
"WAREHOUSE WORKER","UT STANDARDS ENGINEERING DIV","$44,291.76"
"PUBLICITY MARKETING TECH","UTILITIES CUSTOMER CONNECTIONS","$44,269.00"
"ADMINISTRATIVE AIDE","HUMAN RESOURCES","$44,216.56"
"BUS OPERATOR","RIDE","$44,171.59"
"DOCUMENT IMAGING CLERK","INFORMATION TECHNOLOGY","$44,154.93"
"CHIEF HUMAN RESOURCES OFFICER","HUMAN RESOURCES","$44,134.64"
"GALLERY COORDINATOR","CULTURAL SERVICES","$44,126.53"
"REAL ESTATE SPECIALIST II","OPERATION SERVICES","$44,125.93"
"COMPUTER SUPPORT TECHNICIAN","LIBRARY DISTRICT","$44,119.26"
"PARKING ENFORCEMENT OFFICER","PARKING","$44,079.54"
"BUS OPERATOR","RIDE","$44,059.31"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$44,050.88"
"PARKS/GROUNDS TECH","PARKS","$43,998.35"
"ENVIRONMENTAL PLANNER","NATURAL AREAS","$43,873.28"
"PARKS/GROUNDS TECH","PARKS","$43,872.28"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$43,808.61"
"RISK MANAGEMENT TECHNICIAN","SAFETY, SECURITY, & RISK MGMT.","$43,803.87"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$43,785.68"
"PARKS/GROUNDS TECH","PARKS","$43,525.53"
"BUS OPERATOR","RIDE","$43,521.46"
"POLICY AND PROJECT MANAGER","CITY MANAGER'S OFFICE","$43,369.04"
"PARKS/GROUNDS TECH","PARKS","$43,198.76"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$43,192.21"
"ADMINISTRATIVE SECRETARY II","POUDRE FIRE AUTHORITY","$43,162.19"
"LIBRARIAN","LIBRARY DISTRICT","$43,144.23"
"PERSONNEL TECHNICIAN","HUMAN RESOURCES","$43,013.89"
"BUS OPERATOR","RIDE","$42,953.28"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$42,934.58"
"ACCOUNTS PAYABLE REP","UTILITY FINANCIAL OPERATIONS","$42,910.02"
"CLERICAL AIDE","OFFICE OF THE CHIEF","$42,880.20"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$42,824.28"
"UTILITY CASHIER","UTILITIES CUSTOMER CONNECTIONS","$42,752.96"
"LIBRARIAN","LIBRARY DISTRICT","$42,724.85"
"ADMINISTRATIVE AIDE","PURCHASING","$42,719.88"
"BUS OPERATOR","RIDE","$42,591.47"
"PARKS/GROUNDS TECH","PARKS","$42,591.01"
"STREETS EQUIPMENT OPERATOR I","STREETS","$42,518.09"
"COURT SECURITY OFFICER","MUNICIPAL COURT","$42,511.81"
"LABORATORY ASSISTANT","UT ENVIRONMENTAL SERVICES DIV","$42,494.50"
"BUS OPERATOR","RIDE","$42,472.77"
"COMPLIANCE INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$42,463.80"
"POLICE OFFICER","PATROL","$42,438.23"
"PARKS/GROUNDS TECH","PARKS","$42,397.38"
"CUSTOMER SERVICE REP II","COMM DEV & NEIGHBORHOOD SVCS","$42,361.47"
"WELLNESS PROGRAM SPECIALIST","HUMAN RESOURCES","$42,358.97"
"RESTORATIVE JUSTICE CASE MGR","COMM DEV & NEIGHBORHOOD SVCS","$42,343.67"
"ECONOMIC HEALTH ANALYST","ECONOMIC HEALTH OFFICE","$42,322.60"
"MAINTENANCE PLANNER/SCHEDULER","OPERATION SERVICES","$42,319.30"
"ENV. EDUCATION SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$42,224.56"
"MAINTENANCE TECH - BUILDING","OPERATION SERVICES","$42,220.97"
"BUS OPERATOR","RIDE","$42,215.50"
"CUSTOMER SERVICE REP II","PARKING","$42,202.45"
"IT ANALYST","POUDRE FIRE AUTHORITY","$42,147.67"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$42,140.01"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$42,120.02"
"CUSTOMER ACCOUNTS ANALYST","UTILITIES CUSTOMER CONNECTIONS","$42,104.44"
"BUS OPERATOR","RIDE","$42,089.52"
"WAREHOUSE WORKER","UT STANDARDS ENGINEERING DIV","$42,009.90"
"SR FINANCIAL ANALYST","SUSTAINABILITY SERVICES ADMIN","$41,953.48"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$41,887.00"
"BUS OPERATOR","RIDE","$41,830.19"
"BUS OPERATOR","RIDE","$41,768.52"
"STREETS EQUIPMENT OPERATOR I","STREETS","$41,749.06"
"CUSTOMER SERVICE REP II","UT STANDARDS ENGINEERING DIV","$41,688.88"
"LIBRARIAN","LIBRARY DISTRICT","$41,579.21"
"LIBRARIAN","LIBRARY DISTRICT","$41,579.21"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$41,555.99"
"LABORATORY ASSISTANT","UT ENVIRONMENTAL SERVICES DIV","$41,511.00"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$41,452.34"
"LEAD MAINTENANCE TECH - BLDG","OPERATION SERVICES","$41,426.10"
"BUS OPERATOR","RIDE","$41,418.50"
"BUS OPERATOR","RIDE","$41,372.75"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$41,287.64"
"PROGRAM ASSISTANT","NATURAL AREAS","$41,267.70"
"PARKING ENFORCEMENT OFFICER","PARKING","$41,242.18"
"ADMINISTRATIVE SUPPORT II","SAFETY, SECURITY, & RISK MGMT.","$41,215.91"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$41,199.68"
"LIBRARIAN","LIBRARY DISTRICT","$41,198.76"
"BUS OPERATOR","RIDE","$41,179.78"
"BUS OPERATOR","RIDE","$41,169.49"
"ACCOUNTS PAYABLE REP","OPERATION SERVICES","$41,104.68"
"PROPERTY EVIDENCE TECHNICIAN","POLICE INFORMATION SERVICES","$41,065.26"
"FORESTRY TECHNICIAN","PARKS","$41,044.20"
"FACILITY MAINTENANCE TECH","RECREATION","$41,003.58"
"PC HARDWR/SOFTWRE SPECIALIST","INFORMATION TECHNOLOGY","$40,947.90"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$40,846.60"
"ADMINISTRATIVE SUPPORT II","TRAFFIC","$40,823.07"
"BUYER","PURCHASING","$40,815.00"
"LIBRARY ASSISTANT - TECH SVCS","LIBRARY DISTRICT","$40,813.18"
"ASST BOX OFFICE COORDINATOR","CULTURAL SERVICES","$40,803.70"
"ADMINISTRATIVE CLERK II","NATURAL AREAS","$40,794.09"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$40,776.93"
"UTILITY BILLING REPRESENTATIVE","UTILITIES CUSTOMER CONNECTIONS","$40,731.40"
"BUS OPERATOR","RIDE","$40,625.28"
"LIBRARIAN","LIBRARY DISTRICT","$40,465.38"
"BUS OPERATOR","RIDE","$40,435.66"
"EQUIPMENT MAINTENANCE WORKER","OPERATION SERVICES","$40,427.09"
"BUS OPERATOR","RIDE","$40,426.32"
"POLICE OFFICER","PATROL","$40,420.50"
"PARTS ASSISTANT","OPERATION SERVICES","$40,316.63"
"AQUATICS MAINTENANCE TECH","OPERATION SERVICES","$40,157.88"
"WATER METER SYSTEMS OPERATOR","UT WATER METERS DIV","$40,142.49"
"COMPLIANCE INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$40,112.96"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$40,033.00"
"WATERSHED TECHNICIAN-INACTIVE","UT WATER PRODUCTION DIV","$39,996.21"
"DOT COMPLIANCE SPECIALIST","SAFETY, SECURITY, & RISK MGMT.","$39,969.36"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$39,903.40"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$39,897.28"
"LIBRARIAN","LIBRARY DISTRICT","$39,887.33"
"CUSTOMER SERVICE REP I","RIDE","$39,885.78"
"TRUCK DRIVER-STREETS","STREETS","$39,873.66"
"PARTS ASSISTANT","OPERATION SERVICES","$39,853.00"
"BUS OPERATOR","RIDE","$39,733.14"
"BUS OPERATOR","RIDE","$39,702.27"
"BUS OPERATOR","RIDE","$39,681.14"
"BUS OPERATOR","RIDE","$39,609.61"
"BUS OPERATOR","RIDE","$39,607.29"
"FORESTRY SPECIALIST","PARKS","$39,601.74"
"FIGURE AND FREESTYLE COACH","RECREATION","$39,599.68"
"ADMINISTRATIVE ASSISTANT","PARKS","$39,588.36"
"REAL ESTATE SPECIALIST II","OPERATION SERVICES","$39,567.67"
"EXECUTIVE ADMINISTRATIVE ASST","FINANCE ADMINISTRATION","$39,443.18"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$39,420.29"
"PARTS ASSISTANT","OPERATION SERVICES","$39,399.12"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$39,320.28"
"BUS OPERATOR","RIDE","$39,296.16"
"EVENTS COORDINATOR","CULTURAL SERVICES","$39,195.16"
"TRUCK DRIVER-STREETS","STREETS","$39,182.78"
"LIBRARIAN","LIBRARY DISTRICT","$39,164.10"
"TRUCK DRIVER-STREETS","STREETS","$39,132.39"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$39,089.87"
"SR ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$39,061.56"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$38,977.28"
"BUS OPERATOR","RIDE","$38,941.68"
"BUS OPERATOR","RIDE","$38,940.92"
"INSTRUMENT/ELECTRICAL SPVSR","UT WTR RECLAMA & BIOSOLIDS DIV","$38,928.68"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$38,928.49"
"BUS OPERATOR","RIDE","$38,927.55"
"BUS OPERATOR","RIDE","$38,887.71"
"LIBRARY ASSISTANT - TECH SVCS","LIBRARY DISTRICT","$38,866.69"
"LIBRARY ASSISTANT - TECH SVCS","LIBRARY DISTRICT","$38,866.69"
"SERVICE SCHEDULE COORD","UT WATER METERS DIV","$38,864.44"
"LEAD RANGER","NATURAL AREAS","$38,743.09"
"BUS OPERATOR","RIDE","$38,733.85"
"CUSTOMER SERVICE REP I","RIDE","$38,676.82"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$38,636.68"
"BUS OPERATOR","RIDE","$38,625.88"
"BUS OPERATOR","RIDE","$38,623.50"
"CUSTOMER SERVICE REP I","RIDE","$38,577.33"
"REAL ESTATE SPECIALIST I","OPERATION SERVICES","$38,567.71"
"CUSTOMER SERVICE REP I","RIDE","$38,522.49"
"BUS OPERATOR","RIDE","$38,521.02"
"PARKING ENFORCEMENT OFFICER","PARKING","$38,450.76"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$38,405.22"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$38,394.11"
"BUS OPERATOR","RIDE","$38,390.53"
"ENV. EDUCATION SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$38,376.49"
"CUSTOMER SERVICE REP II","PARKING","$38,331.59"
"PARKS/GROUNDS TECH","PARKS","$38,320.31"
"EMERGENCY MANAGEMENT TECH","POUDRE FIRE AUTHORITY","$38,234.64"
"FACILITIES MAINTENANCE WORKER","OPERATION SERVICES","$38,170.54"
"DEPUTY COURT CLERK II","MUNICIPAL COURT","$38,158.81"
"BUS OPERATOR","RIDE","$38,107.35"
"TRANSPORTATION MAINT WORKER","RIDE","$38,095.11"
"FACILITIES SCHEDULER","RECREATION","$38,029.31"
"ACCOUNTANT II","ACCOUNTING AND TREASURY","$38,005.10"
"BUS OPERATOR","RIDE","$37,977.49"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$37,848.84"
"ADMINISTRATIVE ASSISTANT","UTILITIES CUSTOMER CONNECTIONS","$37,812.54"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$37,739.75"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$37,714.20"
"PARKING ENFORCEMENT OFFICER","PARKING","$37,695.90"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$37,691.00"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$37,646.11"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$37,645.22"
"EQUIPMENT MAINTENANCE WORKER","OPERATION SERVICES","$37,636.96"
"ADMINISTRATIVE CLERK I","INVESTIGATIONS","$37,549.39"
"BUS OPERATOR","RIDE","$37,526.32"
"LEAD FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$37,523.53"
"ADMINISTRATIVE AIDE","PARKS","$37,392.41"
"UTILITY BILLING SUPERVISOR","UTILITIES CUSTOMER CONNECTIONS","$37,350.73"
"GRAFFITI ABATEMENT OFFICER","STREETS","$37,286.89"
"HORTICULTURIST","CULTURAL SERVICES","$37,285.50"
"BUS OPERATOR","RIDE","$37,171.92"
"FINANCIAL ANALYST II","OFFICE OF THE CHIEF","$37,168.90"
"WAREHOUSE WORKER","OPERATION SERVICES","$37,166.04"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$37,151.48"
"SAFE ROUTES TO SCHOOL COORD","FC MOVES","$37,135.45"
"TRANSPORTATION MAINT WORKER","RIDE","$36,988.81"
"BUS OPERATOR","RIDE","$36,974.47"
"BUS OPERATOR","RIDE","$36,973.11"
"FACILITY ASSISTANT","RECREATION","$36,970.58"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$36,952.29"
